gh_user_id,github_login,html_url,full_name,bio,public_repos,following
84855080,github-stats-bot,https://api.github.com/users/github-stats-bot,Git Hub stats bot ,This is boot for pulling out stats about PR's and commits only for internal Tink usage. Own by @marcingabor,0,0
101980682,irmasys-machine,https://api.github.com/users/irmasys-machine,IRMASYS bot user,"This is a user intended to be used by machines, not humans, like Ansible playbooks installing stuff. It should be given read-only access to repositories.",0,0
36010719,marnen-bot,https://api.github.com/users/marnen-bot,Marnen's bot account,Bot account for @marnen.,0,0
36225416,SciTools-assistant,https://api.github.com/users/SciTools-assistant,SciTools-assistant: a bot to help with SciTools orchestration,Please don't send me messages. I don't know what to do with them...,0,0
30725487,DIAGWebTeam,https://api.github.com/users/DIAGWebTeam,DIAG Webteam Deploy bot ,Deploy bot for DIAG Webteam,0,0
64026957,coindexbotmaster,https://api.github.com/users/coindexbotmaster,coindex bot master,"beeep boop beeeeep beep beep booop.
beep booooooop beep?!
beep beep!

- boop boop beep",0,0
17085281,deatRobot,https://api.github.com/users/deatRobot,Free bot 3,,0,0
97711978,givebk-bot,https://api.github.com/users/givebk-bot,givebk bot ,[$] givebk allows you to send and receive money through github comments. ,0,0
72466297,unklebot,https://api.github.com/users/unklebot,Uncle bot - Your automated refactor tool ,I am a bot which opens PR in order to improve quality of code. ,0,0
31212820,theochem-ci-bot,https://api.github.com/users/theochem-ci-bot,"Roberto, a CI bot of the theochem organization",I've been relentlessly testing pull requests and uploading releases for all of my existence.,0,0
17412388,invdev,https://api.github.com/users/invdev,just a bot profile,,0,0
56565287,ng-alis,https://api.github.com/users/ng-alis,nightingale bot 1,used for automated github issue creation and other tasks,0,0
94503000,1e8be6803efcd1082ca4a9ad0d7019f1c_roche,https://api.github.com/users/1e8be6803efcd1082ca4a9ad0d7019f1c_roche,"KL Manual Billing RPA bot Test, Global {~Budapest Rse}",,0,0
94502629,a455954425621360789578ffee26ae69d_roche,https://api.github.com/users/a455954425621360789578ffee26ae69d_roche,"KL Manual Billing RPA bot Prod, Global {~Budapest Rse}",,0,0
59631048,abdillahbot,https://api.github.com/users/abdillahbot,Abdillah bot 'o bot,I am the bot of @Abdillah.,0,1
6270979,choco-bot,https://api.github.com/users/choco-bot,The chocolatiest bot this side of the Mississippi,,0,0
6271899,rvdv,https://api.github.com/users/rvdv,Robin's bot for automated stuff,,0,0
31940689,daptivbot,https://api.github.com/users/daptivbot,Readonly bot account,,0,0
17887850,bot-mobify-buddybuild,https://api.github.com/users/bot-mobify-buddybuild,Buddy Build bot account,,0,0
7089892,PropellerQAHerz,https://api.github.com/users/PropellerQAHerz,"QA dep bot for our server GIT operations (mostly clone/pull, but push also).",,0,0
18250282,tadbot,https://api.github.com/users/tadbot,TA bot van Djuri,,0,0
119533320,github-murine-bot,https://api.github.com/users/github-murine-bot,Murine GitHub bot user,,0,0
58187160,liveon-ci,https://api.github.com/users/liveon-ci,Ci bot - LiveOn,,0,0
33165366,PabloBotOfficial,https://api.github.com/users/PabloBotOfficial,Pablo! 2022 - The ultimate bot that replaces multiple bots!,Pablo! is the ultimate bot that replaces multiple bots and is a multi-purpose bot to make your server fancy!,0,0
53090002,FNALbuild,https://api.github.com/users/FNALbuild,Fermilab build bot account,,0,0
58260620,kuboon-docker,https://api.github.com/users/kuboon-docker,kuboon bot for docker,,0,0
18512293,pr-assistent,https://api.github.com/users/pr-assistent,PR assistant bot ,,0,0
45999759,sjvs-lgtm-bot,https://api.github.com/users/sjvs-lgtm-bot,LGTM bot (for @sjvs),I'm the LGTM bot for @sjvs,0,0
58471338,mbed-edge-ci,https://api.github.com/users/mbed-edge-ci,arm Mbed Edge ci bot account,Owner: olli-pekka.puolitaival@arm.com,0,0
48687836,njzjz-bot,https://api.github.com/users/njzjz-bot,A bot of @njzjz,A bot of @njzjz,0,0
73941403,papertrail-bot-webclient,https://api.github.com/users/papertrail-bot-webclient,Papertrail bot (web),Helping out with handy comments on PRs,0,0
104941761,TashKingdomBot,https://api.github.com/users/TashKingdomBot,Ranking bot Tash's kINGDOM,,0,0
18582178,slack4cb,https://api.github.com/users/slack4cb,CaringBridge bot for Slack notifications,,0,0
104994170,ftsrg-bot-2,https://api.github.com/users/ftsrg-bot-2,ftsrg bot II,,0,0
34079665,daptivbotrw,https://api.github.com/users/daptivbotrw,Readwrite bot account,,0,0
49310632,devtools-jx-bot-proof,https://api.github.com/users/devtools-jx-bot-proof,nuxeo devtools jenkins-x bot on sandbox,,0,0
48953052,dailymotion-jenkins-bot,https://api.github.com/users/dailymotion-jenkins-bot,Jenkins bot @dailymotion,I'm just a regular bot,0,0
19229253,wired-bot,https://api.github.com/users/wired-bot,WIRED bot user,,0,0
46481285,saironek,https://api.github.com/users/saironek,sairon's bot account,My master is @sairon,0,0
112462980,qelabs-bot_pwcit,https://api.github.com/users/qelabs-bot_pwcit,qelabs bot (US),,0,0
19334027,angieslist-search-build-bot,https://api.github.com/users/angieslist-search-build-bot,This bot automatically commits the latest build numbers to angieslist-geosort,,0,0
67384875,vng-vivid,https://api.github.com/users/vng-vivid,Vivid bot (of house Vivid),,0,0
19342708,IPUbot,https://api.github.com/users/IPUbot,IPU bot account for automated tasks,,0,0
19393806,modum-jenkins-bot,https://api.github.com/users/modum-jenkins-bot,"I am a bot, bot is my name.",,0,0
37880587,tirefirebot,https://api.github.com/users/tirefirebot,beepboop tirefire bot beepboop,I'm a bot that helps make sure some software aren't tire fires.,0,0
38084931,firstops,https://api.github.com/users/firstops,first bot account,,0,0
78795546,notlessbotbetter,https://api.github.com/users/notlessbotbetter,not less bot better,Just a bot.,0,0
96366162,Shehararushari,https://api.github.com/users/Shehararushari,Speed watsapp bot ,,0,0
105857730,SkiprPostman,https://api.github.com/users/SkiprPostman,Postman bot for Skipr,,0,0
5088218,CataJenkins,https://api.github.com/users/CataJenkins,Jenkins bot for Cataclysm: Dark Days Ahead,This is the bot that does Jenkins stuff for the Cataclysm DDA project.,0,0
48689091,devtools-jx-bot,https://api.github.com/users/devtools-jx-bot,jenkins-x bot for nuxeo devtools cloud platform,,0,0
6729099,gu-who-guardian,https://api.github.com/users/gu-who-guardian,gu-who bot for The Guardian,,0,0
79329541,Metehan52,https://api.github.com/users/Metehan52,dc bot pb 1,,0,0
96904999,sanvit-bot,https://api.github.com/users/sanvit-bot,sanvit's bot account,,0,0
79452601,adi-linux-test,https://api.github.com/users/adi-linux-test,Test bot for ADI Yocto Linux,I test things to make sure they are correct,0,0
61191615,grandvisioncircleci2,https://api.github.com/users/grandvisioncircleci2,GrandVision CI bot 2,,0,0
47970126,mbed-ci-3,https://api.github.com/users/mbed-ci-3,ARM mbed CI bot 3,"Owners: donatien.garnier@arm.com, timo.urhonen@arm.com, olli-pekka.puolitaival@arm.com",0,0
61367754,GitDiaryBot,https://api.github.com/users/GitDiaryBot,Telegram bot for diary in plain text files and git,,0,0
69195095,wecros-bot,https://api.github.com/users/wecros-bot,Testing bot for @wecros,,0,0
40244245,SHG-bot,https://api.github.com/users/SHG-bot,Friendly bot from Sport Heroes Group,"Hi, 

I am a friendly bot making @sportheroes a better place by automating different things ever since I came to life thanks to @TheOptimisticFactory",0,0
75861153,assemble-bot,https://api.github.com/users/assemble-bot,asmbl bot ,🤖 🤖 ,0,0
69244086,leap-external-bot,https://api.github.com/users/leap-external-bot,OUP-DTG external bot (not a human),,0,0
48552069,walkin-github,https://api.github.com/users/walkin-github,Github bot @ WalkIn,,0,0
40902346,archer-unlimited,https://api.github.com/users/archer-unlimited,Archer read only bot for unlimited updates,,0,0
80218251,beyond-gg,https://api.github.com/users/beyond-gg,the bot thing,Astronomy Events API ,0,0
6812852,guestdriven-bot,https://api.github.com/users/guestdriven-bot,GuestDriven bot for JIRA and Slack,,0,0
93124883,sab-maas-honda-bot,https://api.github.com/users/sab-maas-honda-bot,MaaS Honda bot (SAB),,0,0
9765942,ofiwg-bot,https://api.github.com/users/ofiwg-bot,Automated bot for the OFIWG organization,,0,0
71128522,github-bot-djarvur,https://api.github.com/users/github-bot-djarvur,github bot for Djarvur,,0,0
65342671,AdminBot-tskit,https://api.github.com/users/AdminBot-tskit,Admin bot for tskit-dev,I rebase and build docs so you don't have to. You lazy fleshwad.,0,0
5039788,ci-werkspot,https://api.github.com/users/ci-werkspot,CI bot for Werkspot,,0,0
49699375,ethitter-bot,https://api.github.com/users/ethitter-bot,ethitter's bot account,"Bot account of @ethitter, used for things better accomplished via a GitHub organization.",0,0
7416038,open62541-travis-ci,https://api.github.com/users/open62541-travis-ci,Travis-ci bot for open62541,,0,0
22898103,mathpixsrc,https://api.github.com/users/mathpixsrc,Mathpix source access bot for continuous integration,Not the bot you are looking for ...,0,0
13531688,transbot-vauxoo,https://api.github.com/users/transbot-vauxoo,translation bot of vauxoo,,0,0
15034530,I4S-SecDevOps,https://api.github.com/users/I4S-SecDevOps,SecDevOps bot ,,0,0
123164012,SkiprClickUp,https://api.github.com/users/SkiprClickUp,ClickUp bot for Skipr,,0,0
15363913,quaivedemo,https://api.github.com/users/quaivedemo,Quaive bot account,,0,0
9457370,fixer-bot,https://api.github.com/users/fixer-bot,fixer bot (CISVR02),,0,0
116716249,SkiprFlutter,https://api.github.com/users/SkiprFlutter,Flutter bot for Skipr,,0,0
23410445,openpublishbuild-bot1,https://api.github.com/users/openpublishbuild-bot1,Open Publishing Build Service - bot 1,,0,0
23410455,openpublishbuild-bot2,https://api.github.com/users/openpublishbuild-bot2,Open Publishing Build Service - bot 2,,0,0
51915938,iss-docker,https://api.github.com/users/iss-docker,[UHH] ISS bot for automated docker builds,,0,0
24654370,mbed-ci-2,https://api.github.com/users/mbed-ci-2,ARM mbed CI bot 2,"Owners: mika.karjalainen@arm.com, roman.savelyev@arm.com",0,0
25220385,sami-tc,https://api.github.com/users/sami-tc,Sami's Team City bot builder,,0,0
82896740,microarray-svc-tfs-runner,https://api.github.com/users/microarray-svc-tfs-runner,Build bot account,I am building your sources from 2021.,0,0
